# KIT-IMK-IFU Flux Measurement Fundamentals course material (TERENO GAP site subset).
#
# Columns:
# MODELTIME 	: UTC time at the start of a measurement period of 30-min.
# NEE  		: Net Ecosystem Exchange, in umol m-2 s-1
# soiltemp_Avg 	: Soil temperature at ...m in degrees Celcius
# PAR_Avg 		: Q_PPFD in umol m-2 s-1
#
# Contact: Matthias Zeeman <matthias.zeeman@kit.edu>
# Version: 20140805
#
"MODELTIME","Flag.ustar","Flag.wCO2","NEE","soiltemp_Avg","PAR_Avg"
2013-08-11 09:30:00,1,1,-15.54,16.1,2021.1
2013-08-11 10:00:00,1,1,-18.88,16.4,2221.5
2013-08-11 10:30:00,0,0,-22.51,16.7,2120.2
2013-08-11 11:00:00,1,1,-19.34,16.9,938.2
2013-08-11 11:30:00,0,1,-12.42,17.1,782.4
2013-08-11 12:00:00,2,2,-9999,17.2,936.5
2013-08-11 12:30:00,1,1,-13.52,17.3,1219.1
2013-08-11 13:00:00,0,0,-18.69,17.4,1212.9
2013-08-11 13:30:00,2,2,-9999,17.5,956.5
2013-08-11 14:00:00,1,1,-11.54,17.6,1057.3
2013-08-11 14:30:00,1,1,-8.58,17.6,829.6
2013-08-11 15:00:00,1,1,-10.63,17.6,1195.4
2013-08-11 15:30:00,0,0,-12.16,17.6,503.1
2013-08-11 16:00:00,1,1,-3.46,17.7,323.6
2013-08-11 16:30:00,0,0,1.87,17.6,187.1
2013-08-11 17:00:00,0,0,8.49,17.6,117.5
2013-08-11 17:30:00,1,1,-9999,17.6,26.7
2013-08-11 18:00:00,1,1,3.91,17.6,3
2013-08-11 18:30:00,1,1,2.09,17.5,0
2013-08-11 19:00:00,1,2,-9999,17.4,0
2013-08-11 19:30:00,1,2,-9999,17.4,0
2013-08-11 20:00:00,1,1,-0.66,17.3,0
2013-08-11 20:30:00,1,2,-9999,17.2,0
2013-08-11 21:00:00,1,2,-9999,17.1,0
2013-08-11 21:30:00,1,2,-9999,17,0.4
2013-08-11 22:00:00,0,2,-9999,16.9,0
2013-08-11 22:30:00,0,1,1.34,16.8,0
2013-08-11 23:00:00,1,2,-9999,16.7,0
2013-08-11 23:30:00,1,2,-9999,16.7,0
2013-08-12 00:00:00,1,2,-9999,16.6,0
2013-08-12 00:30:00,1,1,0.89,16.5,0
2013-08-12 01:00:00,1,1,3.78,16.5,0
2013-08-12 01:30:00,1,2,-9999,16.4,0
2013-08-12 02:00:00,1,1,-13.25,16.3,0
2013-08-12 02:30:00,1,1,-2.4,16.2,0
2013-08-12 03:00:00,1,2,-9999,16.1,0
2013-08-12 03:30:00,1,1,18.75,16,3.6
2013-08-12 04:00:00,1,1,-9999,15.9,38.4
2013-08-12 04:30:00,1,1,-11.42,15.7,150.2
2013-08-12 05:00:00,0,2,-9999,15.6,348.2
2013-08-12 05:30:00,0,0,-6.61,15.6,556.6
2013-08-12 06:00:00,0,0,-3.31,15.6,588.7
2013-08-12 06:30:00,0,0,-3.67,15.7,923.3
2013-08-12 07:00:00,0,0,-5.79,15.8,1186.7
2013-08-12 07:30:00,0,0,-7.68,15.9,1384
2013-08-12 08:00:00,0,0,-17.88,16.1,1608.4
2013-08-12 08:30:00,0,0,-17.65,16.3,1791.5
2013-08-12 09:00:00,0,0,-19.51,16.6,1886
2013-08-12 09:30:00,0,0,-13.89,16.8,2016.3
2013-08-12 10:00:00,0,0,-21.37,17.1,2068.8
2013-08-12 10:30:00,1,1,-15.57,17.4,1931.9
2013-08-12 11:00:00,1,1,-16.24,17.6,2095.4
2013-08-12 11:30:00,1,1,-18.05,17.9,1354.5
2013-08-12 12:00:00,1,1,-16.36,18,2023.4
2013-08-12 12:30:00,1,1,-19.9,18.2,2062.5
2013-08-12 13:00:00,0,0,-18.46,18.4,1912.6
2013-08-12 13:30:00,1,1,-16.29,18.5,860.9
2013-08-12 14:00:00,1,1,-11.32,18.6,743.8
2013-08-12 14:30:00,0,0,-9.22,18.6,1070.7
2013-08-12 15:00:00,1,1,-12.73,18.7,577.2
2013-08-12 15:30:00,1,2,-9999,18.7,529.5
2013-08-12 16:00:00,1,2,-9999,18.6,722.5
2013-08-12 16:30:00,0,0,-4.72,18.6,366.4
2013-08-12 17:00:00,0,2,-9999,18.6,64.2
2013-08-12 17:30:00,1,1,18.27,18.5,33.9
2013-08-12 18:00:00,1,2,-9999,18.4,2.3
2013-08-12 18:30:00,1,2,-9999,18.3,0
2013-08-12 19:00:00,1,2,-9999,18.2,0
2013-08-12 19:30:00,1,2,-9999,17.9,0
2013-08-12 20:00:00,1,2,-9999,17.7,0
2013-08-12 20:30:00,1,1,-11.18,17.5,0
2013-08-12 21:00:00,1,2,-9999,17.3,1.4
2013-08-12 21:30:00,1,2,-9999,17.1,0.3
2013-08-12 22:00:00,0,2,-9999,17,0
2013-08-12 22:30:00,1,1,20.75,16.9,0
2013-08-12 23:00:00,1,2,-9999,16.8,0
2013-08-12 23:30:00,1,2,-9999,16.6,0
2013-08-13 00:00:00,1,1,1.45,16.5,0
2013-08-13 00:30:00,1,1,3.97,16.4,0
2013-08-13 01:00:00,1,2,-9999,16.3,0
2013-08-13 01:30:00,1,1,-2.47,16.2,0
2013-08-13 02:00:00,1,1,-6.82,16.2,0
2013-08-13 02:30:00,1,1,7.22,16.1,0
2013-08-13 03:00:00,1,1,4.35,16,0
2013-08-13 03:30:00,1,2,-9999,15.9,6.7
2013-08-13 04:00:00,1,1,8.28,15.8,53.8
2013-08-13 04:30:00,1,2,-9999,15.8,59.1
2013-08-13 05:00:00,0,1,-9999,15.7,118.6
2013-08-13 05:30:00,0,2,-9999,15.8,50.3
2013-08-13 06:00:00,1,2,-9999,15.8,112.1
2013-08-13 06:30:00,2,2,-9999,15.8,217
2013-08-13 07:00:00,2,2,-9999,15.9,307.1
2013-08-13 07:30:00,2,2,-9999,15.9,286.9
2013-08-13 08:00:00,0,2,-9999,16,242.3
2013-08-13 08:30:00,0,2,-9999,16,191.4
2013-08-13 09:00:00,0,2,-9999,16,242.3
2013-08-13 09:30:00,0,2,-9999,16.1,203
2013-08-13 10:00:00,0,2,-9999,16.1,203.4
2013-08-13 10:30:00,0,2,-9999,16.1,458
2013-08-13 11:00:00,0,2,-9999,16.1,820.3
2013-08-13 11:30:00,0,2,-9999,16.2,599.2
2013-08-13 12:00:00,0,0,-8.02,16.2,799.5
2013-08-13 12:30:00,0,0,-18.43,16.3,1509.2
2013-08-13 13:00:00,0,0,-15.92,16.4,1447.4
2013-08-13 13:30:00,1,1,-21.03,16.6,1179.3
2013-08-13 14:00:00,0,0,-13.62,16.7,1473.7
2013-08-13 14:30:00,0,0,-13.39,16.8,573.6
2013-08-13 15:00:00,0,0,-6.65,16.9,569.7
2013-08-13 15:30:00,0,1,-5.84,16.9,354.9
2013-08-13 16:00:00,0,1,-2.68,17,545.5
2013-08-13 16:30:00,0,1,-1.78,17,511.9
2013-08-13 17:00:00,0,0,-2.83,17,333.9
2013-08-13 17:30:00,1,2,-9999,17,46.3
2013-08-13 18:00:00,1,1,3.29,17,0.6
2013-08-13 18:30:00,0,0,8.35,17,0
2013-08-13 19:00:00,0,0,21.9,16.9,0
2013-08-13 19:30:00,0,0,21.2,16.8,0
2013-08-13 20:00:00,1,1,29.31,16.7,0
2013-08-13 20:30:00,0,0,14.91,16.6,0
2013-08-13 21:00:00,1,1,10.53,16.6,0
2013-08-13 21:30:00,0,0,13.36,16.5,0
2013-08-13 22:00:00,0,0,12.11,16.4,0
2013-08-13 22:30:00,0,0,8.56,16.3,0
2013-08-13 23:00:00,0,0,9.64,16.2,0
2013-08-13 23:30:00,1,1,23.16,16.1,0
2013-08-14 00:00:00,0,0,10.33,16,0
2013-08-14 00:30:00,0,0,20.52,16,0
2013-08-14 01:00:00,0,1,15.26,15.9,0
2013-08-14 01:30:00,1,1,19.09,15.8,0
2013-08-14 02:00:00,0,0,16.29,15.8,0
2013-08-14 02:30:00,0,0,11.62,15.7,0
2013-08-14 03:00:00,1,1,8.73,15.6,0
2013-08-14 03:30:00,0,1,25.39,15.6,0.5
2013-08-14 04:00:00,0,1,10.25,15.6,14.5
2013-08-14 04:30:00,1,1,9.61,15.5,79.4
2013-08-14 05:00:00,0,0,4.95,15.5,114.5
2013-08-14 05:30:00,1,1,1.6,15.5,117.9
2013-08-14 06:00:00,0,1,1.51,15.4,244.3
2013-08-14 06:30:00,1,1,-3.56,15.4,313.8
2013-08-14 07:00:00,0,0,-5.31,15.4,398.8
2013-08-14 07:30:00,0,0,-9.88,15.4,1280.2
2013-08-14 08:00:00,0,0,-18.76,15.5,1435.9
2013-08-14 08:30:00,0,1,-3.41,15.6,2026.5
2013-08-14 09:00:00,0,0,-17.37,15.8,2111.1
2013-08-14 09:30:00,0,0,-14.3,16.1,936.4
2013-08-14 10:00:00,0,0,-7.27,16.2,1015.4
2013-08-14 10:30:00,1,1,-10.01,16.3,1127
2013-08-14 11:00:00,0,0,-9.35,16.4,836.4
2013-08-14 11:30:00,0,0,-4.97,16.4,1017.2
2013-08-14 12:00:00,1,1,-12.21,16.5,1699.7
2013-08-14 12:30:00,1,1,-3.37,16.5,995.8
2013-08-14 13:00:00,0,1,9.08,16.5,282.2
2013-08-14 13:30:00,1,2,-9999,16.5,221.8
2013-08-14 14:00:00,1,1,6.55,16.4,194
2013-08-14 14:30:00,0,1,3.98,16.4,97.3
2013-08-14 15:00:00,0,0,8.86,16.3,56.2
2013-08-14 15:30:00,1,1,12.58,16.2,71.9
2013-08-14 16:00:00,1,1,6.78,16.2,77.1
2013-08-14 16:30:00,0,0,16.06,16.1,53
2013-08-14 17:00:00,0,0,8.11,16.1,36.7
2013-08-14 17:30:00,1,1,15.55,16,16.3
2013-08-14 18:00:00,1,1,19.59,16,1.1
2013-08-14 18:30:00,1,2,-9999,16,0
2013-08-14 19:00:00,0,0,12.41,15.9,0
2013-08-14 19:30:00,1,1,4.49,15.8,0
2013-08-14 20:00:00,1,1,4.42,15.8,0
2013-08-14 20:30:00,1,1,1.68,15.7,0
2013-08-14 21:00:00,1,1,4.87,15.7,0
2013-08-14 21:30:00,1,1,1.02,15.6,0
2013-08-14 22:00:00,1,2,-9999,15.6,0
2013-08-14 22:30:00,1,1,9.51,15.5,0
2013-08-14 23:00:00,1,2,-9999,15.5,0
2013-08-14 23:30:00,1,1,4.53,15.4,0
2013-08-15 00:00:00,0,2,-9999,15.3,0
2013-08-15 00:30:00,1,2,-9999,15.2,0
2013-08-15 01:00:00,1,2,-9999,15.2,0
2013-08-15 01:30:00,1,2,-9999,15,0
2013-08-15 02:00:00,1,2,-9999,14.9,0
2013-08-15 02:30:00,1,1,6.79,14.7,0
2013-08-15 03:00:00,0,2,-9999,14.5,0
2013-08-15 03:30:00,1,2,-9999,14.3,2.5
2013-08-15 04:00:00,1,2,-9999,14.1,37.6
2013-08-15 04:30:00,1,2,-9999,13.9,88
2013-08-15 05:00:00,1,2,-9999,13.8,326.6
2013-08-15 05:30:00,1,2,-9999,13.8,532.4
2013-08-15 06:00:00,1,1,4.78,13.8,741.3
2013-08-15 06:30:00,0,1,2.09,14,962.1
2013-08-15 07:00:00,0,1,3.56,14.1,1177.4
2013-08-15 07:30:00,0,0,0.52,14.2,1391
2013-08-15 08:00:00,0,2,-9999,14.4,1538.4
2013-08-15 08:30:00,0,1,3.78,14.6,1692.7
2013-08-15 09:00:00,0,0,0.76,14.9,1678.5
2013-08-15 09:30:00,0,0,0.25,15.1,1882.5
2013-08-15 10:00:00,0,0,0.55,15.4,2032
2013-08-15 10:30:00,0,0,1.45,15.7,1954.4
2013-08-15 11:00:00,1,1,0.51,15.9,2089.9
2013-08-15 11:30:00,0,0,3.42,16.1,2019.4
2013-08-15 12:00:00,0,0,1.32,16.3,1999.8
2013-08-15 12:30:00,0,0,2.05,16.5,1911.8
2013-08-15 13:00:00,1,1,2.83,16.6,1771
2013-08-15 13:30:00,0,0,3.26,16.7,1504
2013-08-15 14:00:00,1,1,2.7,16.8,1500.8
2013-08-15 14:30:00,1,1,2.19,16.8,775
2013-08-15 15:00:00,1,1,3.62,16.8,396.1
2013-08-15 15:30:00,2,2,-9999,16.8,258
2013-08-15 16:00:00,1,1,5.27,16.8,264.5
2013-08-15 16:30:00,0,0,6.16,16.8,283.6
2013-08-15 17:00:00,0,0,9.24,16.8,94.8
2013-08-15 17:30:00,1,1,9.45,16.7,24.4
2013-08-15 18:00:00,1,1,0.08,16.6,0
2013-08-15 18:30:00,1,2,-9999,16.5,0
2013-08-15 19:00:00,1,2,-9999,16.3,0
2013-08-15 19:30:00,1,2,-9999,16.1,0
2013-08-15 20:00:00,1,1,-2.26,15.9,0
2013-08-15 20:30:00,1,1,-3.27,15.7,0
2013-08-15 21:00:00,1,2,-9999,15.5,0
2013-08-15 21:30:00,1,1,-5.49,15.3,0
2013-08-15 22:00:00,1,2,-9999,15.1,0
2013-08-15 22:30:00,1,1,-9999,14.9,0
2013-08-15 23:00:00,1,2,-9999,14.7,0
2013-08-15 23:30:00,1,2,-9999,14.5,0
2013-08-16 00:00:00,1,2,-9999,14.3,0
2013-08-16 00:30:00,1,2,-9999,14.2,0
2013-08-16 01:00:00,1,2,-9999,14,0
2013-08-16 01:30:00,1,2,-9999,13.9,0
2013-08-16 02:00:00,1,2,-9999,13.7,0
2013-08-16 02:30:00,1,2,-9999,13.6,0
2013-08-16 03:00:00,1,2,-9999,13.5,0
2013-08-16 03:30:00,1,2,-9999,13.4,2.5
2013-08-16 04:00:00,1,2,-9999,13.2,28.1
2013-08-16 04:30:00,1,2,-9999,13.1,65.6
2013-08-16 05:00:00,1,2,-9999,13,394.6
2013-08-16 05:30:00,0,2,-9999,13,567.8
2013-08-16 06:00:00,1,2,-9999,13.2,649.5
2013-08-16 06:30:00,0,1,3.31,13.3,979.9
2013-08-16 07:00:00,0,2,-9999,13.5,1176.6
2013-08-16 07:30:00,0,0,2.4,13.8,1376.6
2013-08-16 08:00:00,0,0,5.66,14,1557.7
2013-08-16 08:30:00,0,0,8.07,14.3,1697.6
2013-08-16 09:00:00,0,0,0.99,14.6,1845.3
2013-08-16 09:30:00,0,0,-0.22,15,1959.9
2013-08-16 10:00:00,0,0,1.57,15.4,2051.6
2013-08-16 10:30:00,0,0,2.35,15.7,2080.5
2013-08-16 11:00:00,2,2,-9999,16.1,2080.5
2013-08-16 11:30:00,0,0,0.89,16.4,2059.4
2013-08-16 12:00:00,1,1,3.41,16.7,2002.2
2013-08-16 12:30:00,1,1,5.8,16.9,1915.8
2013-08-16 13:00:00,1,1,0.39,17.2,1820.7
2013-08-16 13:30:00,0,1,11.56,17.3,1692.3
2013-08-16 14:00:00,0,0,2.4,17.5,1403
2013-08-16 14:30:00,0,0,2.95,17.6,704.4
2013-08-16 15:00:00,2,2,-9999,17.6,516.8
2013-08-16 15:30:00,0,0,3.88,17.6,387.1
2013-08-16 16:00:00,0,0,9.75,17.6,601.8
2013-08-16 16:30:00,1,1,9.27,17.6,216.4
2013-08-16 17:00:00,1,1,21.32,17.6,128
2013-08-16 17:30:00,0,0,7.56,17.6,22.6
2013-08-16 18:00:00,1,2,-9999,17.5,0
2013-08-16 18:30:00,1,2,-9999,17.4,0
2013-08-16 19:00:00,1,1,1.81,17.2,0
2013-08-16 19:30:00,1,2,-9999,17.1,0
2013-08-16 20:00:00,1,1,-0.11,16.9,0
2013-08-16 20:30:00,1,2,-9999,16.7,0
2013-08-16 21:00:00,1,2,-9999,16.5,0
2013-08-16 21:30:00,1,1,17.78,16.3,0
2013-08-16 22:00:00,1,2,-9999,16.1,0
2013-08-16 22:30:00,1,2,-9999,15.9,0
2013-08-16 23:00:00,1,2,-9999,15.8,0
2013-08-16 23:30:00,1,1,12.48,15.6,0
2013-08-17 00:00:00,1,1,6.61,15.4,0
2013-08-17 00:30:00,1,1,4.51,15.2,0
2013-08-17 01:00:00,1,1,17.78,15.1,0
2013-08-17 01:30:00,1,2,-9999,15,0
2013-08-17 02:00:00,1,2,-9999,14.8,0
2013-08-17 02:30:00,0,0,16.61,14.6,0
2013-08-17 03:00:00,0,2,-9999,14.5,0
2013-08-17 03:30:00,1,2,-9999,14.3,3.8
2013-08-17 04:00:00,1,1,-0.84,14.2,47.2
2013-08-17 04:30:00,1,1,2.99,14.2,124.6
2013-08-17 05:00:00,1,2,-9999,14.2,251.8
2013-08-17 05:30:00,1,2,-9999,14.3,186
2013-08-17 06:00:00,0,1,4.61,14.4,732.6
2013-08-17 06:30:00,0,0,3.58,14.5,826.3
2013-08-17 07:00:00,0,2,-9999,14.7,1092.3
2013-08-17 07:30:00,1,2,-9999,14.9,1349.1
2013-08-17 08:00:00,0,0,2.63,15.1,1566.6
2013-08-17 08:30:00,0,1,2.12,15.4,1702.9
2013-08-17 09:00:00,1,1,2.66,15.7,1725.6
2013-08-17 09:30:00,1,2,-9999,16,1957.6
2013-08-17 10:00:00,0,0,0.53,16.4,1585.5
2013-08-17 10:30:00,0,1,2.97,16.6,879.9
2013-08-17 11:00:00,1,1,2.19,16.9,1803.2
2013-08-17 11:30:00,0,0,1.2,17.1,1325.6
2013-08-17 12:00:00,0,2,-9999,17.3,1231.6
2013-08-17 12:30:00,0,1,2.07,17.4,673.4
2013-08-17 13:00:00,1,1,2.91,17.5,901.5
2013-08-17 13:30:00,1,1,1.91,17.6,1024.6
2013-08-17 14:00:00,1,1,1.9,17.7,1417.8
2013-08-17 14:30:00,0,0,-0.04,17.8,1111
2013-08-17 15:00:00,0,0,0.56,17.9,523.3
2013-08-17 15:30:00,2,2,-9999,17.9,405.5
2013-08-17 16:00:00,0,0,5.43,17.9,395.6
2013-08-17 16:30:00,0,0,6.05,17.9,236.9
2013-08-17 17:00:00,1,0,7.49,17.9,77.8
2013-08-17 17:30:00,1,1,13.72,17.9,19.3
2013-08-17 18:00:00,1,2,-9999,17.9,0
2013-08-17 18:30:00,1,1,2.45,17.8,0
2013-08-17 19:00:00,1,1,1.14,17.7,0
2013-08-17 19:30:00,1,1,-3.72,17.6,0
2013-08-17 20:00:00,1,1,-10.82,17.5,0
2013-08-17 20:30:00,1,2,-9999,17.4,0
2013-08-17 21:00:00,1,2,-9999,17.2,0
2013-08-17 21:30:00,1,1,7.16,17.1,0
2013-08-17 22:00:00,1,2,-9999,16.9,0
2013-08-17 22:30:00,1,2,-9999,16.8,0
2013-08-17 23:00:00,1,1,-1.69,16.6,0
2013-08-17 23:30:00,1,2,-9999,16.4,0
2013-08-18 00:00:00,1,2,-9999,16.3,0
2013-08-18 00:30:00,1,1,19.88,16.1,0
2013-08-18 01:00:00,1,1,6.91,16,0
2013-08-18 01:30:00,1,2,-9999,15.8,0
2013-08-18 02:00:00,1,1,7.5,15.6,0
2013-08-18 02:30:00,0,1,13.67,15.5,0
2013-08-18 03:00:00,1,2,-9999,15.4,0
2013-08-18 03:30:00,1,2,-9999,15.3,1.8
2013-08-18 04:00:00,1,2,-9999,15.2,25.3
2013-08-18 04:30:00,1,2,-9999,15,68.8
2013-08-18 05:00:00,1,2,-9999,15,321.2
2013-08-18 05:30:00,1,1,2.31,15,521.8
2013-08-18 06:00:00,0,0,5.71,15.1,709.9
2013-08-18 06:30:00,0,0,2.59,15.2,936.7
2013-08-18 07:00:00,0,0,3.59,15.4,1131.8
2013-08-18 07:30:00,0,0,2.27,15.6,1331.7
2013-08-18 08:00:00,0,2,-9999,15.9,1512.3
2013-08-18 08:30:00,0,2,-9999,16.1,1681.6
2013-08-18 09:00:00,0,0,0.35,16.5,1818.2
2013-08-18 09:30:00,0,0,1.21,16.9,1844.8
2013-08-18 10:00:00,0,0,0.06,17.2,1833.4
2013-08-18 10:30:00,1,1,0.59,17.5,1595.4
2013-08-18 11:00:00,1,1,1.25,17.7,2028
2013-08-18 11:30:00,1,1,1.31,18,2058.6
2013-08-18 12:00:00,1,1,-0.26,18.2,1229.8
2013-08-18 12:30:00,1,1,2.23,18.4,537.8
2013-08-18 13:00:00,1,1,3.12,18.4,491.2
2013-08-18 13:30:00,1,1,2.82,18.5,902.7
2013-08-18 14:00:00,1,2,-9999,18.5,342.2
2013-08-18 14:30:00,1,1,3.53,18.5,222.1
2013-08-18 15:00:00,1,1,11.38,18.5,130.2
2013-08-18 15:30:00,0,2,-9999,18.5,218.5
2013-08-18 16:00:00,0,2,-9999,18.5,49
2013-08-18 16:30:00,0,2,-9999,18.5,17.1
2013-08-18 17:00:00,2,2,-9999,18.4,15.7
2013-08-18 17:30:00,2,2,-9999,18.4,1.4
2013-08-18 18:00:00,2,2,-9999,18.3,0
2013-08-18 18:30:00,2,2,-9999,18.3,0
2013-08-18 19:00:00,2,2,-9999,18.2,0
2013-08-18 19:30:00,2,2,-9999,18.1,0
2013-08-18 20:00:00,2,2,-9999,18.1,0
2013-08-18 20:30:00,2,2,-9999,18,0
2013-08-18 21:00:00,1,2,-9999,18,0
2013-08-18 21:30:00,0,2,-9999,17.9,0
2013-08-18 22:00:00,1,2,-9999,17.9,0
2013-08-18 22:30:00,0,2,-9999,17.9,0
2013-08-18 23:00:00,1,2,-9999,17.8,0
2013-08-18 23:30:00,2,2,-9999,17.8,0
2013-08-19 00:00:00,2,2,-9999,17.8,0
2013-08-19 00:30:00,2,2,-9999,17.7,0
2013-08-19 01:00:00,2,2,-9999,17.7,0
2013-08-19 01:30:00,2,2,-9999,17.6,0
2013-08-19 02:00:00,2,2,-9999,17.6,0
2013-08-19 02:30:00,2,2,-9999,17.5,0
2013-08-19 03:00:00,2,2,-9999,17.4,0
2013-08-19 03:30:00,2,2,-9999,17.4,0.3
2013-08-19 04:00:00,2,2,-9999,17.3,20.7
2013-08-19 04:30:00,2,2,-9999,17.2,48.4
2013-08-19 05:00:00,2,2,-9999,17.2,100.4
2013-08-19 05:30:00,2,2,-9999,17.2,133.5
2013-08-19 06:00:00,2,2,-9999,17.2,152.5
2013-08-19 06:30:00,2,2,-9999,17.2,238.4
2013-08-19 07:00:00,2,2,-9999,17.2,107.9
2013-08-19 07:30:00,2,2,-9999,17.2,232.9
2013-08-19 08:00:00,2,2,-9999,17.2,216
2013-08-19 08:30:00,0,2,-9999,17.3,608.4
2013-08-19 09:00:00,0,2,-9999,17.3,306.7
2013-08-19 09:30:00,0,2,-9999,17.4,134.9
2013-08-19 10:00:00,0,2,-9999,17.4,128.2
2013-08-19 10:30:00,1,2,-9999,17.4,328.8
2013-08-19 11:00:00,0,2,-9999,17.4,461.8
2013-08-19 11:30:00,0,2,-9999,17.5,237.9
2013-08-19 12:00:00,1,2,-9999,17.5,310.4
2013-08-19 12:30:00,0,2,-9999,17.5,180.6
2013-08-19 13:00:00,1,2,-9999,17.5,186.5
2013-08-19 13:30:00,2,2,-9999,17.6,98.6
2013-08-19 14:00:00,2,2,-9999,17.6,71.2
2013-08-19 14:30:00,2,2,-9999,17.6,52.2
2013-08-19 15:00:00,2,2,-9999,17.6,34
2013-08-19 15:30:00,2,2,-9999,17.5,61.9
2013-08-19 16:00:00,0,2,-9999,17.4,46.1
2013-08-19 16:30:00,1,2,-9999,17.2,10.3
2013-08-19 17:00:00,1,2,-9999,17.1,17.1
2013-08-19 17:30:00,1,2,-9999,17,8.8
2013-08-19 18:00:00,1,2,-9999,17,0
2013-08-19 18:30:00,1,2,-9999,16.9,0
2013-08-19 19:00:00,1,2,-9999,16.8,0
2013-08-19 19:30:00,1,2,-9999,16.8,0
2013-08-19 20:00:00,1,2,-9999,16.7,0
2013-08-19 20:30:00,0,2,-9999,16.6,0
2013-08-19 21:00:00,0,2,-9999,16.6,0
2013-08-19 21:30:00,1,2,-9999,16.5,0
2013-08-19 22:00:00,1,2,-9999,16.4,0
2013-08-19 22:30:00,1,2,-9999,16.3,0
2013-08-19 23:00:00,1,2,-9999,16.2,0
2013-08-19 23:30:00,1,2,-9999,16.1,0
2013-08-20 00:00:00,1,2,-9999,16.1,0
2013-08-20 00:30:00,1,2,-9999,16,0
2013-08-20 01:00:00,1,2,-9999,15.9,0
2013-08-20 01:30:00,1,2,-9999,15.9,0
2013-08-20 02:00:00,0,2,-9999,15.8,0
2013-08-20 02:30:00,0,2,-9999,15.8,0
2013-08-20 03:00:00,1,2,-9999,15.7,0
2013-08-20 03:30:00,1,2,-9999,15.7,0
2013-08-20 04:00:00,0,2,-9999,15.6,2.3
2013-08-20 04:30:00,1,2,-9999,15.6,55.9
2013-08-20 05:00:00,1,2,-9999,15.6,207.2
2013-08-20 05:30:00,0,2,-9999,15.6,184.6
2013-08-20 06:00:00,2,2,-9999,15.6,255
2013-08-20 06:30:00,1,2,-9999,15.6,532.8
2013-08-20 07:00:00,0,1,-9999,15.6,375
2013-08-20 07:30:00,1,2,-9999,15.6,339.9
2013-08-20 08:00:00,0,2,-9999,15.7,459.1
2013-08-20 08:30:00,1,2,-9999,15.7,549.3
2013-08-20 09:00:00,0,1,-2.14,15.7,878.7
2013-08-20 09:30:00,0,1,-0.43,15.8,1015.3
2013-08-20 10:00:00,0,0,-3.09,15.9,570.5
2013-08-20 10:30:00,0,0,-2.71,16,1082.5
2013-08-20 11:00:00,0,0,0.68,16,643.2
2013-08-20 11:30:00,0,0,-1.5,16.1,1181
2013-08-20 12:00:00,0,0,-0.99,16.1,1028
2013-08-20 12:30:00,0,2,-9999,16.1,736.9
2013-08-20 13:00:00,1,1,0.4,16.2,935.9
2013-08-20 13:30:00,0,2,-9999,16.2,595.1
2013-08-20 14:00:00,1,2,-9999,16.2,622.3
2013-08-20 14:30:00,1,1,-0.3,16.2,803.4
2013-08-20 15:00:00,0,0,-2.36,16.2,332.9
2013-08-20 15:30:00,1,2,-9999,16.2,241.6
2013-08-20 16:00:00,0,0,3.54,16.2,99.8
2013-08-20 16:30:00,1,1,6.71,16.2,29.2
2013-08-20 17:00:00,1,1,8.32,16.1,7.2
2013-08-20 17:30:00,0,0,9.2,16.1,0.7
2013-08-20 18:00:00,0,2,-9999,16,0
2013-08-20 18:30:00,0,2,-9999,16,0
2013-08-20 19:00:00,0,0,17.22,15.9,0
2013-08-20 19:30:00,0,1,16.76,15.9,0
2013-08-20 20:00:00,1,2,-9999,15.8,0
2013-08-20 20:30:00,1,2,-9999,15.7,0
2013-08-20 21:00:00,1,2,-9999,15.6,0
2013-08-20 21:30:00,1,2,-9999,15.5,0
2013-08-20 22:00:00,1,2,-9999,15.4,0
2013-08-20 22:30:00,1,2,-9999,15.3,0
2013-08-20 23:00:00,1,2,-9999,15.1,0
2013-08-20 23:30:00,0,2,-9999,15,0.1
2013-08-21 00:00:00,0,2,-9999,14.9,0
2013-08-21 00:30:00,0,0,3.83,14.8,0
2013-08-21 01:00:00,0,0,5.14,14.8,0
2013-08-21 01:30:00,0,0,4.94,14.7,0
2013-08-21 02:00:00,1,1,1.7,14.7,0
2013-08-21 02:30:00,1,2,-9999,14.6,0
2013-08-21 03:00:00,0,2,-9999,14.5,0
2013-08-21 03:30:00,1,2,-9999,14.4,0
2013-08-21 04:00:00,1,2,-9999,14.3,28.7
2013-08-21 04:30:00,1,2,-9999,14.2,76.8
2013-08-21 05:00:00,1,2,-9999,14.1,187.5
2013-08-21 05:30:00,1,2,-9999,14,510.9
2013-08-21 06:00:00,0,2,-9999,14,697.6
2013-08-21 06:30:00,0,0,-0.54,14.1,931.9
2013-08-21 07:00:00,1,2,-9999,14.1,1188.9
2013-08-21 07:30:00,1,0,0.74,14.3,1394.2
2013-08-21 08:00:00,0,2,-9999,14.4,1570.9
2013-08-21 08:30:00,0,0,-3.04,14.6,1743.5
2013-08-21 09:00:00,0,0,-1.56,14.7,1909.8
2013-08-21 09:30:00,0,0,-2.36,15,1974
2013-08-21 10:00:00,0,0,-4.04,15.2,2041.4
2013-08-21 10:30:00,1,1,-3.54,15.4,2078.2
2013-08-21 11:00:00,0,0,-3.63,15.6,2082.1
